1023,International Conference on Evaluation of Novel Approaches to Software Engineering,ENASE,CORE2023,B,Yes,4612,,
514,European Symposium on Programming,ESOP,CORE2023,A,Yes,4612,,
459,"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,CORE2023,C,No,4613,,
490,European Conference on Pattern Languages of Programs,EuroPLop,CORE2023,National: Germany,Yes,4612,,
1851,Visual Analytics,EuroVA,CORE2023,C,No,4608,,
1072,International Conference on Information Fusion,FUSION,CORE2023,C,No,4605,,
1145,International Conference on Natural Computation,ICNC,CORE2023,National: China,No,4602,,
1160,International Conference on Optimization: Techniques And Applications,ICOTA,CORE2023,C,No,4602,,
1164,International Conference on Parallel and Distributed Systems,ICPADS,CORE2023,B,No,4606,,
1206,International Conference on Software and Data Technologies,ICSoft,CORE2023,C,Yes,4612,,
964,International Conference on Computer Vision Systems,ICVS,CORE2023,C,No,4603,,
739,IEEE Symposium on Computational Intelligence in Cyber Security,IEEE CICS,CORE2023,C,No,4604,,
733,IEEE Symposium on Computational Intelligence for Financial Engineering,IEEE CIFEr,CORE2023,C,No,4601,,
2266,International Conference of the Immersive Learning Research Network,iLRN,CORE2023,C,Yes,4601,4608,
2267,Indian Conference on Human-Computer Interaction,IndiaHCI,CORE2023,National: India,Yes,4608,,
807,IFIP TC13 Conference on Human-Computer Interaction,Interact,CORE2023,B,Yes,4608,,
2222,Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2023,C,Yes,4602,4601,4603
1250,International Conference on Theory and Applications of Satisfiability Testing,SAT,CORE2023,A,Yes,4602,4613,
2210,Semantics - International Conference on Semantic Systems,Semantics,CORE2023,"Regional: Austria, Germany, Netherlands",Yes,4605,,
15,ACM Conference on Embedded Networked Sensor Systems,SENSYS,CORE2023,A*,Yes,4606,,
726,IEEE Software Engineering Workshop,SEW,CORE2023,C,No,4612,,
